year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return
2006-09,rank_tail,2006-08-17,2006-09-29,2006-10-02,2006-10-31,CNX:lb=-0.1735;buy=24.17@2006-10-02;sell=26.96@2006-10-31;mret=0.1153 | VLO:lb=-0.1566;buy=26.52@2006-10-02;sell=26.96@2006-10-31;mret=0.0167 | NEM:lb=-0.1555;buy=29.32@2006-10-02;sell=31.04@2006-10-31;mret=0.0589 | HAL:lb=-0.1506;buy=20.96@2006-10-02;sell=23.83@2006-10-31;mret=0.1371 | GR:lb=-0.1324;buy=47.20@2006-10-02;sell=49.60@2006-10-31;mret=0.0508 | BSX:lb=-0.1207;buy=14.79@2006-10-02;sell=15.91@2006-10-31;mret=0.0757 | PEG:lb=-0.1158;buy=14.98@2006-10-02;sell=14.95@2006-10-31;mret=-0.0023 | FLR:lb=-0.1154;buy=31.81@2006-10-02;sell=32.45@2006-10-31;mret=0.0200 | VIAV:lb=-0.1098;buy=9.97@2006-10-02;sell=8.27@2006-10-31;mret=-0.1707 | COP:lb=-0.1018;buy=23.64@2006-10-02;sell=24.06@2006-10-31;mret=0.0178,0.03346080766205439
2006-10,rank_tail,2006-09-19,2006-10-31,2006-11-01,2006-11-30,EP:lb=-0.6091;buy=4.56@2006-11-01;sell=5.76@2006-11-30;mret=0.2632 | ESRX:lb=-0.2302;buy=15.93@2006-11-01;sell=17.05@2006-11-30;mret=0.0703 | AMD:lb=-0.2102;buy=21.27@2006-11-01;sell=21.57@2006-11-30;mret=0.0141 | CIEN:lb=-0.2079;buy=23.51@2006-11-01;sell=25.14@2006-11-30;mret=0.0693 | DGX:lb=-0.1925;buy=36.33@2006-11-01;sell=38.84@2006-11-30;mret=0.0690 | MU:lb=-0.1855;buy=14.10@2006-11-01;sell=14.25@2006-11-30;mret=0.0104 | THC:lb=-0.1555;buy=28.24@2006-11-01;sell=28.36@2006-11-30;mret=0.0042 | VIAV:lb=-0.1552;buy=8.27@2006-11-01;sell=10.51@2006-11-30;mret=0.2719 | UVN:lb=-0.1238;buy=0.92@2006-11-01;sell=0.90@2006-11-30;mret=-0.0217 | GLW:lb=-0.1217;buy=13.45@2006-11-01;sell=14.19@2006-11-30;mret=0.0553,0.09290382036500744
2006-11,rank_tail,2006-10-18,2006-11-30,2006-12-01,2006-12-29,EP:lb=-0.3684;buy=5.76@2006-12-01;sell=7.68@2006-12-29;mret=0.3333 | BBBY:lb=-0.1938;buy=14.39@2006-12-01;sell=15.80@2006-12-29;mret=0.0980 | MOLX:lb=-0.1786;buy=32.00@2006-12-01;sell=31.63@2006-12-29;mret=-0.0116 | HUM:lb=-0.1740;buy=47.47@2006-12-01;sell=48.54@2006-12-29;mret=0.0224 | CMI:lb=-0.1273;buy=19.63@2006-12-01;sell=19.34@2006-12-29;mret=-0.0145 | THC:lb=-0.1268;buy=28.36@2006-12-01;sell=27.88@2006-12-29;mret=-0.0169 | INTU:lb=-0.1191;buy=27.82@2006-12-01;sell=26.93@2006-12-29;mret=-0.0320 | GLW:lb=-0.1171;buy=14.19@2006-12-01;sell=12.32@2006-12-29;mret=-0.1322 | BBT:lb=-0.1156;buy=19.66@2006-12-01;sell=19.50@2006-12-29;mret=-0.0080 | CMVT:lb=-0.1141;buy=10.70@2006-12-01;sell=11.49@2006-12-29;mret=0.0739,0.04720611704658828
2006-12,rank_tail,2006-11-15,2006-12-29,2007-01-03,2007-01-31,BOL:lb=-0.4962;buy=0.65@2007-01-03;sell=0.63@2007-01-31;mret=-0.0305 | SANM:lb=-0.1977;buy=20.70@2007-01-03;sell=21.00@2007-01-31;mret=0.0145 | F:lb=-0.1656;buy=3.86@2007-01-03;sell=4.18@2007-01-31;mret=0.0826 | JBL:lb=-0.1569;buy=19.18@2007-01-03;sell=18.74@2007-01-31;mret=-0.0228 | GR:lb=-0.1515;buy=44.80@2007-01-03;sell=62.40@2007-01-31;mret=0.3929 | EA:lb=-0.1415;buy=48.96@2007-01-03;sell=48.61@2007-01-31;mret=-0.0071 | GLW:lb=-0.1257;buy=12.32@2007-01-03;sell=13.72@2007-01-31;mret=0.1138 | EBAY:lb=-0.1135;buy=11.26@2007-01-03;sell=12.13@2007-01-31;mret=0.0772 | INTU:lb=-0.1133;buy=26.93@2007-01-03;sell=27.76@2007-01-31;mret=0.0308 | ORCL:lb=-0.1036;buy=13.74@2007-01-03;sell=13.76@2007-01-31;mret=0.0012,0.07461914095979871
2007-01,rank_tail,2006-12-14,2007-01-31,2007-02-01,2007-02-28,AMD:lb=-0.3153;buy=15.55@2007-02-01;sell=15.07@2007-02-28;mret=-0.0309 | NVDA:lb=-0.1683;buy=0.47@2007-02-01;sell=0.47@2007-02-28;mret=0.0114 | STZ:lb=-0.1280;buy=21.18@2007-02-01;sell=20.08@2007-02-28;mret=-0.0517 | JBL:lb=-0.1273;buy=18.74@2007-02-01;sell=20.93@2007-02-28;mret=0.1168 | HAL:lb=-0.1108;buy=21.81@2007-02-01;sell=22.88@2007-02-28;mret=0.0492 | NOV:lb=-0.1098;buy=21.32@2007-02-01;sell=24.48@2007-02-28;mret=0.1484 | CPWR:lb=-0.1089;buy=103.80@2007-02-01;sell=98.04@2007-02-28;mret=-0.0556 | OXY:lb=-0.1071;buy=26.77@2007-02-01;sell=26.63@2007-02-28;mret=-0.0052 | MOLX:lb=-0.0968;buy=29.39@2007-02-01;sell=29.33@2007-02-28;mret=-0.0020 | AES:lb=-0.0917;buy=13.43@2007-02-01;sell=13.77@2007-02-28;mret=0.0255,0.02431912569456851
2007-02,rank_tail,2007-01-16,2007-02-28,2007-03-01,2007-03-30,EP:lb=-0.2609;buy=8.16@2007-03-01;sell=9.60@2007-03-30;mret=0.1765 | BOL:lb=-0.2308;buy=0.50@2007-03-01;sell=0.75@2007-03-30;mret=0.5000 | AMD:lb=-0.1688;buy=15.07@2007-03-01;sell=13.06@2007-03-30;mret=-0.1334 | CPWR:lb=-0.1584;buy=98.04@2007-03-01;sell=63.43@2007-03-30;mret=-0.3529 | MU:lb=-0.1480;buy=11.58@2007-03-01;sell=11.79@2007-03-30;mret=0.0185 | SBUX:lb=-0.1469;buy=11.54@2007-03-01;sell=11.71@2007-03-30;mret=0.0149 | SSP:lb=-0.1342;buy=6.15@2007-03-01;sell=6.06@2007-03-30;mret=-0.0139 | ODP:lb=-0.1331;buy=292.41@2007-03-01;sell=308.02@2007-03-30;mret=0.0534 | CMCSA:lb=-0.1324;buy=8.83@2007-03-01;sell=8.91@2007-03-30;mret=0.0089 | AAPL:lb=-0.1286;buy=2.54@2007-03-01;sell=2.79@2007-03-30;mret=0.0981,0.04619200835247628
2007-03,rank_tail,2007-02-15,2007-03-30,2007-04-02,2007-04-30,CPWR:lb=-0.4554;buy=63.43@2007-04-02;sell=14.99@2007-04-30;mret=-0.7636 | DHI:lb=-0.2223;buy=17.25@2007-04-02;sell=17.39@2007-04-30;mret=0.0082 | KBH:lb=-0.2206;buy=32.48@2007-04-02;sell=33.58@2007-04-30;mret=0.0337 | LEN:lb=-0.2066;buy=32.98@2007-04-02;sell=33.37@2007-04-30;mret=0.0118 | JBL:lb=-0.2038;buy=16.77@2007-04-02;sell=18.25@2007-04-30;mret=0.0883 | GR:lb=-0.1951;buy=52.80@2007-04-02;sell=52.00@2007-04-30;mret=-0.0152 | PHM:lb=-0.1870;buy=22.12@2007-04-02;sell=22.49@2007-04-30;mret=0.0166 | AMGN:lb=-0.1816;buy=38.06@2007-04-02;sell=43.68@2007-04-30;mret=0.1478 | BSX:lb=-0.1477;buy=14.54@2007-04-02;sell=15.44@2007-04-30;mret=0.0619,-0.09273345387622178
2007-04,rank_tail,2007-03-16,2007-04-30,2007-05-01,2007-05-31,CPWR:lb=-0.8471;buy=14.99@2007-05-01;sell=10.38@2007-05-31;mret=-0.3077 | EP:lb=-0.4000;buy=5.76@2007-05-01;sell=4.80@2007-05-31;mret=-0.1667 | GR:lb=-0.1333;buy=52.00@2007-05-01;sell=44.00@2007-05-31;mret=-0.1538 | BOL:lb=-0.1267;buy=0.65@2007-05-01;sell=0.75@2007-05-31;mret=0.1374 | JBL:lb=-0.1069;buy=18.25@2007-05-01;sell=18.07@2007-05-31;mret=-0.0099 | RHI:lb=-0.1053;buy=21.93@2007-05-01;sell=23.21@2007-05-31;mret=0.0583 | SANM:lb=-0.0775;buy=20.70@2007-05-01;sell=21.42@2007-05-31;mret=0.0348 | WEN:lb=-0.0660;buy=10.52@2007-05-01;sell=9.81@2007-05-31;mret=-0.0679 | PAYX:lb=-0.0608;buy=19.77@2007-05-01;sell=21.53@2007-05-31;mret=0.0889 | CTAS:lb=-0.0555;buy=7.25@2007-05-01;sell=7.42@2007-05-31;mret=0.0238,-0.025630135335312665
2007-05,rank_tail,2007-04-18,2007-05-31,2007-06-01,2007-06-29,CPWR:lb=-0.7097;buy=10.38@2007-06-01;sell=17.30@2007-06-29;mret=0.6667 | EP:lb=-0.6000;buy=4.80@2007-06-01;sell=4.80@2007-06-29;mret=-0.0000 | VIAV:lb=-0.1640;buy=7.45@2007-06-01;sell=7.64@2007-06-29;mret=0.0252 | GR:lb=-0.1406;buy=44.00@2007-06-01;sell=46.40@2007-06-29;mret=0.0545 | WEN:lb=-0.1168;buy=9.81@2007-06-01;sell=9.48@2007-06-29;mret=-0.0335 | MAR:lb=-0.1122;buy=35.44@2007-06-01;sell=33.33@2007-06-29;mret=-0.0595 | M:lb=-0.1087;buy=21.71@2007-06-01;sell=21.70@2007-06-29;mret=-0.0004 | CTSH:lb=-0.1059;buy=17.41@2007-06-01;sell=16.62@2007-06-29;mret=-0.0453 | IAC:lb=-0.1022;buy=5.00@2007-06-01;sell=5.01@2007-06-29;mret=0.0003 | EA:lb=-0.0993;buy=47.52@2007-06-01;sell=46.01@2007-06-29;mret=-0.0317,0.06747568999350118
2007-06,rank_tail,2007-05-17,2007-06-29,2007-07-02,2007-07-31,NTAP:lb=-0.2138;buy=21.64@2007-07-02;sell=21.01@2007-07-31;mret=-0.0291 | LEN:lb=-0.1812;buy=28.67@2007-07-02;sell=24.04@2007-07-31;mret=-0.1614 | PNW:lb=-0.1795;buy=17.70@2007-07-02;sell=16.88@2007-07-31;mret=-0.0464 | NI:lb=-0.1689;buy=4.02@2007-07-02;sell=3.75@2007-07-31;mret=-0.0685 | KIM:lb=-0.1493;buy=15.43@2007-07-02;sell=15.28@2007-07-31;mret=-0.0101 | XEL:lb=-0.1411;buy=10.59@2007-07-02;sell=10.50@2007-07-31;mret=-0.0083 | DDR:lb=-0.1390;buy=87.05@2007-07-02;sell=79.27@2007-07-31;mret=-0.0894 | PHM:lb=-0.1385;buy=18.80@2007-07-02;sell=16.19@2007-07-31;mret=-0.1385 | MTG:lb=-0.1319;buy=48.26@2007-07-02;sell=32.81@2007-07-31;mret=-0.3201 | NEE:lb=-0.1221;buy=8.22@2007-07-02;sell=8.36@2007-07-31;mret=0.0174,-0.0885798221057793
2007-07,rank_tail,2007-06-18,2007-07-31,2007-08-01,2007-08-31,JCI:lb=-0.5911;buy=14.71@2007-08-01;sell=13.73@2007-08-31;mret=-0.0662 | MTG:lb=-0.3743;buy=32.81@2007-08-01;sell=25.76@2007-08-31;mret=-0.2151 | AKAM:lb=-0.2897;buy=33.96@2007-08-01;sell=32.22@2007-08-31;mret=-0.0512 | ODP:lb=-0.2687;buy=218.78@2007-08-01;sell=214.31@2007-08-31;mret=-0.0204 | KBH:lb=-0.2671;buy=24.35@2007-08-01;sell=23.41@2007-08-31;mret=-0.0387 | LEN:lb=-0.2556;buy=24.04@2007-08-01;sell=22.28@2007-08-31;mret=-0.0731 | THC:lb=-0.2326;buy=20.72@2007-08-01;sell=13.56@2007-08-31;mret=-0.3456 | DHI:lb=-0.2324;buy=12.88@2007-08-01;sell=12.03@2007-08-31;mret=-0.0657 | PHM:lb=-0.2202;buy=16.19@2007-08-01;sell=13.93@2007-08-31;mret=-0.1396 | VMC:lb=-0.2088;buy=77.10@2007-08-01;sell=72.89@2007-08-31;mret=-0.0547,-0.10414630113594958
2007-08,rank_tail,2007-07-20,2007-08-31,2007-09-04,2007-09-28,THC:lb=-0.4515;buy=13.56@2007-09-04;sell=13.44@2007-09-28;mret=-0.0088 | MTG:lb=-0.4327;buy=25.76@2007-09-04;sell=27.59@2007-09-28;mret=0.0713 | DDS:lb=-0.3526;buy=15.65@2007-09-04;sell=14.42@2007-09-28;mret=-0.0787 | AKAM:lb=-0.3446;buy=32.22@2007-09-04;sell=28.73@2007-09-28;mret=-0.1083 | CBRE:lb=-0.2574;buy=29.52@2007-09-04;sell=27.84@2007-09-28;mret=-0.0569 | PHM:lb=-0.2450;buy=13.93@2007-09-04;sell=11.42@2007-09-28;mret=-0.1801 | M:lb=-0.2433;buy=17.30@2007-09-04;sell=17.71@2007-09-28;mret=0.0234 | RL:lb=-0.2358;buy=57.74@2007-09-04;sell=59.47@2007-09-28;mret=0.0299 | MCO:lb=-0.2179;buy=36.80@2007-09-04;sell=40.45@2007-09-28;mret=0.0992 | AES:lb=-0.2099;buy=11.70@2007-09-04;sell=12.94@2007-09-28;mret=0.1066,-0.010150513625260316
2007-09,rank_tail,2007-08-16,2007-09-28,2007-10-01,2007-10-31,LEN:lb=-0.2684;buy=17.85@2007-10-01;sell=18.01@2007-10-31;mret=0.0088 | KBH:lb=-0.2085;buy=19.34@2007-10-01;sell=21.33@2007-10-31;mret=0.1030 | PHM:lb=-0.2040;buy=11.42@2007-10-01;sell=12.46@2007-10-31;mret=0.0904 | DHI:lb=-0.1948;buy=10.20@2007-10-01;sell=10.10@2007-10-31;mret=-0.0094 | WEN:lb=-0.1783;buy=7.38@2007-10-01;sell=6.79@2007-10-31;mret=-0.0797 | HOG:lb=-0.1477;buy=30.52@2007-10-01;sell=34.01@2007-10-31;mret=0.1145 | FHN:lb=-0.1301;buy=16.27@2007-10-01;sell=15.92@2007-10-31;mret=-0.0218 | THC:lb=-0.1111;buy=13.44@2007-10-01;sell=14.04@2007-10-31;mret=0.0446 | NYT:lb=-0.1076;buy=16.43@2007-10-01;sell=16.27@2007-10-31;mret=-0.0101 | EP:lb=-0.1000;buy=4.32@2007-10-01;sell=4.32@2007-10-31;mret=0.0000,0.029866568026469587
2007-10,rank_tail,2007-09-19,2007-10-31,2007-11-01,2007-11-30,MTG:lb=-0.4457;buy=16.53@2007-11-01;sell=20.11@2007-11-30;mret=0.2163 | MBI:lb=-0.3292;buy=18.55@2007-11-01;sell=15.73@2007-11-30;mret=-0.1517 | GR:lb=-0.2879;buy=37.60@2007-11-01;sell=30.40@2007-11-30;mret=-0.1915 | TPR:lb=-0.2698;buy=23.66@2007-11-01;sell=24.03@2007-11-30;mret=0.0159 | WEN:lb=-0.1984;buy=6.79@2007-11-01;sell=5.12@2007-11-30;mret=-0.2458 | KEY:lb=-0.1881;buy=15.69@2007-11-01;sell=14.74@2007-11-30;mret=-0.0602 | RL:lb=-0.1847;buy=52.63@2007-11-01;sell=52.76@2007-11-30;mret=0.0026 | ZION:lb=-0.1761;buy=41.57@2007-11-01;sell=38.68@2007-11-30;mret=-0.0695 | ZBH:lb=-0.1729;buy=60.05@2007-11-01;sell=55.93@2007-11-30;mret=-0.0685 | WHR:lb=-0.1676;buy=43.29@2007-11-01;sell=44.50@2007-11-30;mret=0.0280,-0.047282541819614665
2007-11,rank_tail,2007-10-18,2007-11-30,2007-12-03,2007-12-31,MBI:lb=-0.3953;buy=15.73@2007-12-03;sell=8.13@2007-12-31;mret=-0.4835 | CPWR:lb=-0.3684;buy=13.84@2007-12-03;sell=23.07@2007-12-31;mret=0.6667 | FNMA:lb=-0.3639;buy=37.34@2007-12-03;sell=38.85@2007-12-31;mret=0.0406 | FMCC:lb=-0.3589;buy=33.95@2007-12-03;sell=33.26@2007-12-31;mret=-0.0205 | EP:lb=-0.3333;buy=2.88@2007-12-03;sell=4.80@2007-12-31;mret=0.6667 | AMD:lb=-0.3292;buy=9.76@2007-12-03;sell=7.50@2007-12-31;mret=-0.2316 | UIS:lb=-0.3261;buy=49.60@2007-12-03;sell=47.30@2007-12-31;mret=-0.0464 | WEN:lb=-0.3252;buy=5.12@2007-12-03;sell=5.29@2007-12-31;mret=0.0331 | LEN:lb=-0.2683;buy=12.57@2007-12-03;sell=14.20@2007-12-31;mret=0.1294 | PHM:lb=-0.2610;buy=8.58@2007-12-03;sell=8.88@2007-12-31;mret=0.0353,0.06579607057924286
2007-12,rank_tail,2007-11-15,2007-12-31,2008-01-02,2008-01-31,MBI:lb=-0.5055;buy=8.13@2008-01-02;sell=6.76@2008-01-31;mret=-0.1680 | SLM:lb=-0.4875;buy=5.80@2008-01-02;sell=6.19@2008-01-31;mret=0.0675 | BBBY:lb=-0.4442;buy=15.53@2008-01-02;sell=10.43@2008-01-31;mret=-0.3284 | AMD:lb=-0.4094;buy=7.50@2008-01-02;sell=7.59@2008-01-31;mret=0.0120 | DRI:lb=-0.3064;buy=14.13@2008-01-02;sell=14.56@2008-01-31;mret=0.0300 | ODP:lb=-0.2683;buy=121.93@2008-01-02;sell=129.90@2008-01-31;mret=0.0654 | CIEN:lb=-0.2195;buy=34.11@2008-01-02;sell=27.13@2008-01-31;mret=-0.2046 | MU:lb=-0.2154;buy=7.08@2008-01-02;sell=6.82@2008-01-31;mret=-0.0359 | PHM:lb=-0.1954;buy=8.88@2008-01-02;sell=13.78@2008-01-31;mret=0.5512,0.014276151248869606
2008-01,rank_tail,2007-12-17,2008-01-31,2008-02-01,2008-02-29,CPWR:lb=-0.5000;buy=11.53@2008-02-01;sell=18.45@2008-02-29;mret=0.6000 | MBI:lb=-0.4502;buy=6.76@2008-02-01;sell=5.66@2008-02-29;mret=-0.1632 | BBBY:lb=-0.3097;buy=10.43@2008-02-01;sell=10.25@2008-02-29;mret=-0.0173 | EXPE:lb=-0.2956;buy=30.08@2008-02-01;sell=29.96@2008-02-29;mret=-0.0039 | MSI:lb=-0.2767;buy=35.32@2008-02-01;sell=30.62@2008-02-29;mret=-0.1330 | AAPL:lb=-0.2659;buy=4.06@2008-02-01;sell=3.75@2008-02-29;mret=-0.0764 | WAT:lb=-0.2659;buy=57.30@2008-02-01;sell=59.61@2008-02-29;mret=0.0403 | NVDA:lb=-0.2611;buy=0.56@2008-02-01;sell=0.49@2008-02-29;mret=-0.1301 | JBL:lb=-0.2337;buy=10.48@2008-02-01;sell=10.27@2008-02-29;mret=-0.0201,0.009583089113768262
2008-02,rank_tail,2008-01-16,2008-02-29,2008-03-03,2008-03-31,CPWR:lb=-0.4667;buy=18.45@2008-03-03;sell=12.69@2008-03-31;mret=-0.3125 | EP:lb=-0.3985;buy=3.84@2008-03-03;sell=4.51@2008-03-31;mret=0.1750 | MSI:lb=-0.2884;buy=30.62@2008-03-03;sell=28.70@2008-03-31;mret=-0.0625 | ADSK:lb=-0.2683;buy=31.09@2008-03-03;sell=31.48@2008-03-31;mret=0.0125 | FNMA:lb=-0.2508;buy=27.16@2008-03-03;sell=25.85@2008-03-31;mret=-0.0481 | MRK:lb=-0.2408;buy=22.40@2008-03-03;sell=19.36@2008-03-31;mret=-0.1358 | GOOGL:lb=-0.2350;buy=11.70@2008-03-03;sell=10.94@2008-03-31;mret=-0.0652 | WAT:lb=-0.2304;buy=59.61@2008-03-03;sell=55.70@2008-03-31;mret=-0.0656 | AAPL:lb=-0.2169;buy=3.75@2008-03-03;sell=4.30@2008-03-31;mret=0.1478 | HUM:lb=-0.2086;buy=59.96@2008-03-03;sell=39.37@2008-03-31;mret=-0.3435,-0.04366566120955162
2008-03,rank_tail,2008-02-14,2008-03-31,2008-04-01,2008-04-30,HUM:lb=-0.3393;buy=39.37@2008-04-01;sell=41.94@2008-04-30;mret=0.0653 | JBL:lb=-0.3380;buy=7.52@2008-04-01;sell=8.65@2008-04-30;mret=0.1501 | TIE:lb=-0.3245;buy=15.05@2008-04-01;sell=15.24@2008-04-30;mret=0.0126 | SLM:lb=-0.2910;buy=4.42@2008-04-01;sell=5.33@2008-04-30;mret=0.2072 | WEN:lb=-0.2835;buy=3.93@2008-04-01;sell=4.30@2008-04-30;mret=0.0952 | EP:lb=-0.2769;buy=4.51@2008-04-01;sell=4.32@2008-04-30;mret=-0.0426 | UNH:lb=-0.2622;buy=26.77@2008-04-01;sell=25.42@2008-04-30;mret=-0.0503 | ODP:lb=-0.2146;buy=96.86@2008-04-01;sell=111.15@2008-04-30;mret=0.1475 | FHN:lb=-0.2073;buy=8.84@2008-04-01;sell=6.81@2008-04-30;mret=-0.2291 | ANDV:lb=-0.2031;buy=25.28@2008-04-01;sell=21.18@2008-04-30;mret=-0.1620,0.021542714326897583
2008-04,rank_tail,2008-03-18,2008-04-30,2008-05-01,2008-05-30,FHN:lb=-0.3692;buy=6.81@2008-05-01;sell=6.05@2008-05-30;mret=-0.1120 | MBI:lb=-0.1552;buy=4.54@2008-05-01;sell=3.04@2008-05-30;mret=-0.3308 | ANDV:lb=-0.1495;buy=21.18@2008-05-01;sell=21.03@2008-05-30;mret=-0.0074 | WHR:lb=-0.1485;buy=40.20@2008-05-01;sell=40.93@2008-05-30;mret=0.0183 | JBL:lb=-0.1386;buy=8.65@2008-05-01;sell=10.17@2008-05-30;mret=0.1763 | AMAT:lb=-0.1333;buy=13.94@2008-05-01;sell=14.84@2008-05-30;mret=0.0648 | NEM:lb=-0.1313;buy=30.72@2008-05-01;sell=33.03@2008-05-30;mret=0.0751 | HBAN:lb=-0.1306;buy=5.18@2008-05-01;sell=4.92@2008-05-30;mret=-0.0511 | MRK:lb=-0.1192;buy=19.40@2008-05-01;sell=19.87@2008-05-30;mret=0.0242 | SBUX:lb=-0.1102;buy=6.06@2008-05-01;sell=6.79@2008-05-30;mret=0.1208,-0.007092078332674334
2008-05,rank_tail,2008-04-17,2008-05-30,2008-06-02,2008-06-30,MBI:lb=-0.4524;buy=3.04@2008-06-02;sell=1.92@2008-06-30;mret=-0.3693 | FHN:lb=-0.2413;buy=6.05@2008-06-02;sell=4.79@2008-06-30;mret=-0.2076 | DDS:lb=-0.2385;buy=10.80@2008-06-02;sell=7.70@2008-06-30;mret=-0.2870 | AIG:lb=-0.2203;buy=445.53@2008-06-02;sell=329.29@2008-06-30;mret=-0.2609 | DHI:lb=-0.2135;buy=10.40@2008-06-02;sell=8.87@2008-06-30;mret=-0.1463 | PHM:lb=-0.1786;buy=10.34@2008-06-02;sell=8.17@2008-06-30;mret=-0.2096 | RF:lb=-0.1784;buy=10.71@2008-06-02;sell=6.74@2008-06-30;mret=-0.3700 | KEY:lb=-0.1649;buy=11.26@2008-06-02;sell=6.35@2008-06-30;mret=-0.4361 | KBH:lb=-0.1450;buy=16.30@2008-06-02;sell=13.46@2008-06-30;mret=-0.1745 | CME:lb=-0.1367;buy=43.88@2008-06-02;sell=39.19@2008-06-30;mret=-0.1069,-0.25408268377988497
2008-06,rank_tail,2008-05-16,2008-06-30,2008-07-01,2008-07-31,CPWR:lb=-0.6667;buy=5.77@2008-07-01;sell=6.92@2008-07-31;mret=0.2000 | MBI:lb=-0.5393;buy=1.92@2008-07-01;sell=2.59@2008-07-31;mret=0.3508 | KEY:lb=-0.5293;buy=6.35@2008-07-01;sell=6.10@2008-07-31;mret=-0.0392 | MTG:lb=-0.5261;buy=5.24@2008-07-01;sell=5.49@2008-07-31;mret=0.0475 | FITB:lb=-0.4956;buy=6.26@2008-07-01;sell=8.60@2008-07-31;mret=0.3723 | RF:lb=-0.4434;buy=6.74@2008-07-01;sell=5.86@2008-07-31;mret=-0.1311 | F:lb=-0.4069;buy=2.47@2008-07-01;sell=2.47@2008-07-31;mret=-0.0021 | AN:lb=-0.3913;buy=10.02@2008-07-01;sell=10.32@2008-07-31;mret=0.0299 | DDS:lb=-0.3865;buy=7.70@2008-07-01;sell=6.73@2008-07-31;mret=-0.1262 | FMCC:lb=-0.3848;buy=16.40@2008-07-01;sell=8.17@2008-07-31;mret=-0.5018,0.05888572780940238
2008-07,rank_tail,2008-06-18,2008-07-31,2008-08-01,2008-08-29,FMCC:lb=-0.6515;buy=8.17@2008-08-01;sell=4.51@2008-08-29;mret=-0.4480 | FNMA:lb=-0.5387;buy=11.43@2008-08-01;sell=6.84@2008-08-29;mret=-0.4013 | ODP:lb=-0.4458;buy=59.60@2008-08-01;sell=61.71@2008-08-29;mret=0.0353 | NVDA:lb=-0.4254;buy=0.26@2008-08-01;sell=0.29@2008-08-29;mret=0.1049 | AMD:lb=-0.4225;buy=4.21@2008-08-01;sell=6.29@2008-08-29;mret=0.4941 | CPWR:lb=-0.4000;buy=6.92@2008-08-01;sell=8.07@2008-08-29;mret=0.1667 | EP:lb=-0.3750;buy=2.40@2008-08-01;sell=1.92@2008-08-29;mret=-0.2000 | BBBY:lb=-0.3680;buy=17.76@2008-08-01;sell=21.14@2008-08-29;mret=0.1903 | CNX:lb=-0.3660;buy=57.33@2008-08-01;sell=52.26@2008-08-29;mret=-0.0884 | AKAM:lb=-0.3491;buy=23.34@2008-08-01;sell=22.90@2008-08-29;mret=-0.0189,-0.001351406894053775
2008-08,rank_tail,2008-07-18,2008-08-29,2008-09-02,2008-09-30,FMCC:lb=-0.5087;buy=4.51@2008-09-02;sell=1.71@2008-09-30;mret=-0.6208 | FNMA:lb=-0.4862;buy=6.84@2008-09-02;sell=1.53@2008-09-30;mret=-0.7763 | EP:lb=-0.3333;buy=1.92@2008-09-02;sell=1.92@2008-09-30;mret=0.0000 | CBRE:lb=-0.3228;buy=13.07@2008-09-02;sell=13.37@2008-09-30;mret=0.0230 | AKAM:lb=-0.3174;buy=22.90@2008-09-02;sell=17.44@2008-09-30;mret=-0.2384 | MU:lb=-0.2561;buy=4.14@2008-09-02;sell=3.95@2008-09-30;mret=-0.0448 | GR:lb=-0.2500;buy=12.00@2008-09-02;sell=7.20@2008-09-30;mret=-0.4000 | RRC:lb=-0.2161;buy=42.64@2008-09-02;sell=39.42@2008-09-30;mret=-0.0756 | BIIB:lb=-0.2122;buy=50.93@2008-09-02;sell=50.29@2008-09-30;mret=-0.0126 | CIEN:lb=-0.2057;buy=17.38@2008-09-02;sell=10.08@2008-09-30;mret=-0.4200,-0.0475966229616368
2008-09,rank_tail,2008-08-18,2008-09-30,2008-10-01,2008-10-31,AIG:lb=-0.8443;buy=41.86@2008-10-01;sell=24.01@2008-10-31;mret=-0.4264 | GR:lb=-0.5000;buy=7.20@2008-10-01;sell=5.60@2008-10-31;mret=-0.2222 | JBL:lb=-0.4735;buy=7.66@2008-10-01;sell=6.75@2008-10-31;mret=-0.1184 | CIEN:lb=-0.4455;buy=10.08@2008-10-01;sell=9.61@2008-10-31;mret=-0.0466 | GNW:lb=-0.4336;buy=8.44@2008-10-01;sell=4.84@2008-10-31;mret=-0.4264 | MS:lb=-0.4190;buy=15.75@2008-10-01;sell=12.11@2008-10-31;mret=-0.2310 | ATI:lb=-0.3917;buy=24.97@2008-10-01;sell=22.42@2008-10-31;mret=-0.1019 | TEX:lb=-0.3897;buy=26.74@2008-10-01;sell=14.62@2008-10-31;mret=-0.4531 | MTW:lb=-0.3645;buy=13.36@2008-10-01;sell=8.47@2008-10-31;mret=-0.3659 | CMI:lb=-0.3628;buy=29.08@2008-10-01;sell=17.39@2008-10-31;mret=-0.4019,-0.19739556043476303
