year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return
2020-11,rank_tail,2020-10-16,2020-11-30,2020-12-01,2020-12-31,DXCM:lb=-0.2107;buy=79.92@2020-12-01;sell=92.43@2020-12-31;mret=0.1565 | HBI:lb=-0.1647;buy=12.95@2020-12-01;sell=13.30@2020-12-31;mret=0.0268 | FE:lb=-0.1505;buy=21.60@2020-12-01;sell=24.90@2020-12-31;mret=0.1525 | DLR:lb=-0.1455;buy=112.36@2020-12-01;sell=117.34@2020-12-31;mret=0.0443 | EQIX:lb=-0.1436;buy=633.74@2020-12-01;sell=648.63@2020-12-31;mret=0.0235 | BIIB:lb=-0.1423;buy=240.17@2020-12-01;sell=244.86@2020-12-31;mret=0.0195 | REGN:lb=-0.1396;buy=513.18@2020-12-01;sell=480.45@2020-12-31;mret=-0.0638 | BSX:lb=-0.1376;buy=33.15@2020-12-01;sell=35.95@2020-12-31;mret=0.0845 | LOW:lb=-0.1201;buy=142.12@2020-12-01;sell=146.40@2020-12-31;mret=0.0301 | LEN:lb=-0.1042;buy=68.33@2020-12-01;sell=68.66@2020-12-31;mret=0.0049,0.04896917914508103
2020-12,rank_tail,2020-11-17,2020-12-31,2021-01-04,2021-01-29,BBY:lb=-0.1570;buy=80.61@2021-01-04;sell=87.90@2021-01-29;mret=0.0905 | CNP:lb=-0.1351;buy=19.02@2021-01-04;sell=18.53@2021-01-29;mret=-0.0254 | CRM:lb=-0.1313;buy=219.86@2021-01-04;sell=222.85@2021-01-29;mret=0.0136 | ETR:lb=-0.1083;buy=41.51@2021-01-04;sell=39.64@2021-01-29;mret=-0.0452 | CNC:lb=-0.1078;buy=60.03@2021-01-04;sell=60.30@2021-01-29;mret=0.0045 | REGN:lb=-0.1023;buy=480.45@2021-01-04;sell=501.06@2021-01-29;mret=0.0429 | VNO:lb=-0.1000;buy=31.02@2021-01-04;sell=33.47@2021-01-29;mret=0.0790 | D:lb=-0.0995;buy=60.36@2021-01-04;sell=58.51@2021-01-29;mret=-0.0307 | HRL:lb=-0.0920;buy=40.22@2021-01-04;sell=40.65@2021-01-29;mret=0.0108 | ED:lb=-0.0881;buy=60.41@2021-01-04;sell=59.16@2021-01-29;mret=-0.0206,0.014169147332152798
2021-01,rank_tail,2020-12-15,2021-01-29,2021-02-01,2021-02-26,FDX:lb=-0.1764;buy=213.77@2021-02-01;sell=231.18@2021-02-26;mret=0.0814 | LVS:lb=-0.1690;buy=45.92@2021-02-01;sell=59.77@2021-02-26;mret=0.3017 | UAL:lb=-0.1574;buy=39.99@2021-02-01;sell=52.68@2021-02-26;mret=0.3173 | BA:lb=-0.1539;buy=194.19@2021-02-01;sell=212.01@2021-02-26;mret=0.0918 | FIS:lb=-0.1491;buy=110.49@2021-02-01;sell=123.50@2021-02-26;mret=0.1178 | CCL:lb=-0.1328;buy=18.67@2021-02-01;sell=26.75@2021-02-26;mret=0.4328 | NUE:lb=-0.1318;buy=45.23@2021-02-01;sell=55.53@2021-02-26;mret=0.2276 | WYNN:lb=-0.1277;buy=96.74@2021-02-01;sell=128.04@2021-02-26;mret=0.3235 | ATO:lb=-0.1247;buy=78.47@2021-02-01;sell=75.10@2021-02-26;mret=-0.0429 | NOV:lb=-0.1226;buy=11.42@2021-02-01;sell=13.93@2021-02-26;mret=0.2197,0.20436400831972046
2021-02,rank_tail,2021-01-13,2021-02-26,2021-03-01,2021-03-31,TSLA:lb=-0.2094;buy=225.17@2021-03-01;sell=222.64@2021-03-31;mret=-0.0112 | VTRS:lb=-0.1929;buy=12.14@2021-03-01;sell=11.42@2021-03-31;mret=-0.0593 | VRSK:lb=-0.1678;buy=158.70@2021-03-01;sell=171.42@2021-03-31;mret=0.0802 | ROL:lb=-0.1660;buy=31.22@2021-03-01;sell=32.40@2021-03-31;mret=0.0377 | FMC:lb=-0.1659;buy=87.45@2021-03-01;sell=95.53@2021-03-31;mret=0.0924 | HSIC:lb=-0.1628;buy=61.85@2021-03-01;sell=69.24@2021-03-31;mret=0.1195 | LDOS:lb=-0.1623;buy=82.86@2021-03-01;sell=90.53@2021-03-31;mret=0.0924 | DVA:lb=-0.1543;buy=102.13@2021-03-01;sell=107.77@2021-03-31;mret=0.0552 | DD:lb=-0.1541;buy=26.84@2021-03-01;sell=29.50@2021-03-31;mret=0.0990 | INCY:lb=-0.1518;buy=78.66@2021-03-01;sell=81.27@2021-03-31;mret=0.0332,0.05721125173626884
2021-03,rank_tail,2021-02-17,2021-03-31,2021-04-01,2021-04-30,VTRS:lb=-0.2457;buy=11.42@2021-04-01;sell=10.87@2021-04-30;mret=-0.0480 | ILMN:lb=-0.2229;buy=373.60@2021-04-01;sell=382.14@2021-04-30;mret=0.0229 | PYPL:lb=-0.1829;buy=242.28@2021-04-01;sell=261.69@2021-04-30;mret=0.0801 | TSLA:lb=-0.1632;buy=222.64@2021-04-01;sell=236.48@2021-04-30;mret=0.0621 | CRM:lb=-0.1445;buy=209.33@2021-04-01;sell=227.56@2021-04-30;mret=0.0871 | ENPH:lb=-0.1436;buy=162.16@2021-04-01;sell=139.25@2021-04-30;mret=-0.1413 | NOW:lb=-0.1391;buy=100.02@2021-04-01;sell=101.27@2021-04-30;mret=0.0125 | DXCM:lb=-0.1322;buy=89.85@2021-04-01;sell=96.53@2021-04-30;mret=0.0743 | BIO:lb=-0.1289;buy=571.17@2021-04-01;sell=630.13@2021-04-30;mret=0.1032 | AMD:lb=-0.1272;buy=78.50@2021-04-01;sell=81.62@2021-04-30;mret=0.0397,0.03193057157556689
2021-04,rank_tail,2021-03-18,2021-04-30,2021-05-03,2021-05-28,PENN:lb=-0.2039;buy=89.12@2021-05-03;sell=81.97@2021-05-28;mret=-0.0802 | FOXA:lb=-0.1273;buy=35.26@2021-05-03;sell=35.19@2021-05-28;mret=-0.0019 | BKR:lb=-0.1262;buy=17.82@2021-05-03;sell=21.80@2021-05-28;mret=0.2238 | AAL:lb=-0.1206;buy=21.72@2021-05-03;sell=24.24@2021-05-28;mret=0.1160 | HAL:lb=-0.1177;buy=17.91@2021-05-03;sell=20.56@2021-05-28;mret=0.1478 | UAL:lb=-0.1056;buy=54.40@2021-05-03;sell=58.35@2021-05-28;mret=0.0726 | FOX:lb=-0.0995;buy=34.10@2021-05-03;sell=34.01@2021-05-28;mret=-0.0027 | INTC:lb=-0.0973;buy=52.32@2021-05-03;sell=52.27@2021-05-28;mret=-0.0010 | VTRS:lb=-0.0884;buy=10.87@2021-05-03;sell=12.55@2021-05-28;mret=0.1540 | BA:lb=-0.0849;buy=234.31@2021-05-03;sell=247.02@2021-05-28;mret=0.0542,0.06877409796444
2021-05,rank_tail,2021-04-16,2021-05-28,2021-06-01,2021-06-30,ETSY:lb=-0.2512;buy=164.73@2021-06-01;sell=205.84@2021-06-30;mret=0.2496 | PENN:lb=-0.1798;buy=81.97@2021-06-01;sell=76.49@2021-06-30;mret=-0.0669 | HOLX:lb=-0.1774;buy=63.06@2021-06-01;sell=66.72@2021-06-30;mret=0.0580 | PAYC:lb=-0.1728;buy=323.06@2021-06-01;sell=356.25@2021-06-30;mret=0.1028 | DLTR:lb=-0.1692;buy=97.50@2021-06-01;sell=99.50@2021-06-30;mret=0.0205 | NRG:lb=-0.1613;buy=28.25@2021-06-01;sell=35.41@2021-06-30;mret=0.2535 | TSLA:lb=-0.1549;buy=208.41@2021-06-01;sell=226.57@2021-06-30;mret=0.0871 | NOW:lb=-0.1491;buy=94.78@2021-06-01;sell=109.91@2021-06-30;mret=0.1597 | HPQ:lb=-0.1398;buy=24.82@2021-06-01;sell=25.80@2021-06-30;mret=0.0394 | CDNS:lb=-0.1376;buy=126.99@2021-06-01;sell=136.82@2021-06-30;mret=0.0774,0.09751788637378134
2021-06,rank_tail,2021-05-18,2021-06-30,2021-07-01,2021-07-30,OGN:lb=-0.1931;buy=24.76@2021-07-01;sell=23.74@2021-07-30;mret=-0.0413 | FCX:lb=-0.1494;buy=34.81@2021-07-01;sell=35.81@2021-07-30;mret=0.0288 | LUV:lb=-0.1447;buy=49.39@2021-07-01;sell=47.00@2021-07-30;mret=-0.0484 | ALK:lb=-0.1420;buy=60.31@2021-07-01;sell=58.03@2021-07-30;mret=-0.0378 | NEM:lb=-0.1415;buy=55.06@2021-07-01;sell=54.58@2021-07-30;mret=-0.0088 | RL:lb=-0.1332;buy=107.08@2021-07-01;sell=103.18@2021-07-30;mret=-0.0364 | STX:lb=-0.1309;buy=75.94@2021-07-01;sell=75.91@2021-07-30;mret=-0.0003 | MOS:lb=-0.1233;buy=28.84@2021-07-01;sell=28.22@2021-07-30;mret=-0.0213 | NOV:lb=-0.1211;buy=14.13@2021-07-01;sell=12.74@2021-07-30;mret=-0.0986 | RF:lb=-0.1121;buy=16.75@2021-07-01;sell=15.98@2021-07-30;mret=-0.0461,-0.02920376319652951
2021-07,rank_tail,2021-06-17,2021-07-30,2021-08-02,2021-08-31,CCL:lb=-0.2382;buy=21.65@2021-08-02;sell=24.14@2021-08-31;mret=0.1150 | NCLH:lb=-0.2241;buy=24.03@2021-08-02;sell=25.84@2021-08-31;mret=0.0753 | LVS:lb=-0.2178;buy=40.44@2021-08-02;sell=42.59@2021-08-31;mret=0.0534 | WYNN:lb=-0.2152;buy=95.58@2021-08-02;sell=98.84@2021-08-31;mret=0.0342 | LW:lb=-0.1604;buy=61.85@2021-08-02;sell=60.57@2021-08-31;mret=-0.0207 | CZR:lb=-0.1586;buy=87.36@2021-08-02;sell=101.63@2021-08-31;mret=0.1633 | PSX:lb=-0.1527;buy=61.74@2021-08-02;sell=60.53@2021-08-31;mret=-0.0196 | BIIB:lb=-0.1481;buy=326.73@2021-08-02;sell=338.91@2021-08-31;mret=0.0373 | VLO:lb=-0.1477;buy=57.39@2021-08-02;sell=57.64@2021-08-31;mret=0.0044 | UAL:lb=-0.1386;buy=46.72@2021-08-02;sell=46.51@2021-08-31;mret=-0.0045,0.044992813498070605
2021-08,rank_tail,2021-07-20,2021-08-31,2021-09-01,2021-09-30,IPGP:lb=-0.1800;buy=170.68@2021-09-01;sell=158.40@2021-09-30;mret=-0.0719 | LW:lb=-0.1394;buy=60.57@2021-09-01;sell=57.06@2021-09-30;mret=-0.0580 | GPN:lb=-0.1383;buy=156.02@2021-09-01;sell=151.39@2021-09-30;mret=-0.0297 | GM:lb=-0.1272;buy=47.29@2021-09-01;sell=50.86@2021-09-30;mret=0.0755 | CNC:lb=-0.1213;buy=62.98@2021-09-01;sell=62.31@2021-09-30;mret=-0.0106 | HUM:lb=-0.1196;buy=388.51@2021-09-01;sell=373.58@2021-09-30;mret=-0.0384 | FIS:lb=-0.1178;buy=114.96@2021-09-01;sell=109.81@2021-09-30;mret=-0.0448 | FDX:lb=-0.1085;buy=242.57@2021-09-01;sell=200.77@2021-09-30;mret=-0.1723 | PRGO:lb=-0.1069;buy=35.37@2021-09-01;sell=41.12@2021-09-30;mret=0.1626 | FMC:lb=-0.0940;buy=81.22@2021-09-01;sell=79.83@2021-09-30;mret=-0.0171,-0.021217299285892333
2021-09,rank_tail,2021-08-18,2021-09-30,2021-10-01,2021-10-29,ILMN:lb=-0.2056;buy=394.56@2021-10-01;sell=403.75@2021-10-29;mret=0.0233 | FDX:lb=-0.1938;buy=200.77@2021-10-01;sell=215.64@2021-10-29;mret=0.0741 | NUE:lb=-0.1813;buy=92.65@2021-10-01;sell=105.03@2021-10-29;mret=0.1336 | BIIB:lb=-0.1722;buy=282.99@2021-10-01;sell=266.68@2021-10-29;mret=-0.0576 | LLY:lb=-0.1395;buy=221.86@2021-10-01;sell=244.63@2021-10-29;mret=0.1026 | NKE:lb=-0.1383;buy=136.02@2021-10-01;sell=156.68@2021-10-29;mret=0.1519 | UAA:lb=-0.1343;buy=20.18@2021-10-01;sell=21.96@2021-10-29;mret=0.0882 | AOS:lb=-0.1314;buy=56.51@2021-10-01;sell=67.91@2021-10-29;mret=0.2017 | PPG:lb=-0.1307;buy=130.98@2021-10-01;sell=147.06@2021-10-29;mret=0.1228 | PFE:lb=-0.1278;buy=34.71@2021-10-01;sell=35.30@2021-10-29;mret=0.0170,0.08540303430875285
2021-10,rank_tail,2021-09-17,2021-10-29,2021-11-01,2021-11-30,MRNA:lb=-0.1973;buy=345.21@2021-11-01;sell=352.43@2021-11-30;mret=0.0209 | PYPL:lb=-0.1583;buy=232.05@2021-11-01;sell=184.46@2021-11-30;mret=-0.2051 | DVA:lb=-0.1506;buy=103.24@2021-11-01;sell=94.50@2021-11-30;mret=-0.0847 | UHS:lb=-0.1495;buy=121.37@2021-11-01;sell=116.31@2021-11-30;mret=-0.0417 | GRMN:lb=-0.1415;buy=130.59@2021-11-01;sell=121.44@2021-11-30;mret=-0.0701 | ALGN:lb=-0.1321;buy=624.37@2021-11-01;sell=611.53@2021-11-30;mret=-0.0206 | PNW:lb=-0.1264;buy=53.27@2021-11-01;sell=54.43@2021-11-30;mret=0.0218 | WU:lb=-0.1240;buy=13.01@2021-11-01;sell=11.30@2021-11-30;mret=-0.1317 | INCY:lb=-0.1186;buy=66.98@2021-11-01;sell=67.72@2021-11-30;mret=0.0110 | GPN:lb=-0.1175;buy=137.37@2021-11-01;sell=114.36@2021-11-30;mret=-0.1675,-0.060546033157502954
2021-11,rank_tail,2021-10-18,2021-11-30,2021-12-01,2021-12-31,PENN:lb=-0.3373;buy=51.23@2021-12-01;sell=51.85@2021-12-31;mret=0.0121 | PYPL:lb=-0.3161;buy=184.46@2021-12-01;sell=188.15@2021-12-31;mret=0.0200 | WU:lb=-0.2569;buy=11.30@2021-12-01;sell=12.91@2021-12-31;mret=0.1423 | NCLH:lb=-0.2533;buy=19.51@2021-12-01;sell=20.74@2021-12-31;mret=0.0630 | GPN:lb=-0.2530;buy=114.36@2021-12-01;sell=130.12@2021-12-31;mret=0.1378 | CCL:lb=-0.2382;buy=17.62@2021-12-01;sell=20.12@2021-12-31;mret=0.1419 | CZR:lb=-0.2029;buy=90.07@2021-12-01;sell=93.53@2021-12-31;mret=0.0384 | RCL:lb=-0.1870;buy=68.61@2021-12-01;sell=75.57@2021-12-31;mret=0.1014 | MOS:lb=-0.1827;buy=31.00@2021-12-01;sell=35.67@2021-12-31;mret=0.1507 | MGM:lb=-0.1795;buy=39.56@2021-12-01;sell=44.86@2021-12-31;mret=0.1340,0.09761713369358493
2021-12,rank_tail,2021-11-17,2021-12-31,2022-01-03,2022-01-31,ENPH:lb=-0.2822;buy=182.94@2022-01-03;sell=140.47@2022-01-31;mret=-0.2322 | SEDG:lb=-0.2313;buy=280.57@2022-01-03;sell=238.22@2022-01-31;mret=-0.1509 | BBY:lb=-0.2301;buy=84.19@2022-01-03;sell=82.26@2022-01-31;mret=-0.0228 | ETSY:lb=-0.2245;buy=218.94@2022-01-03;sell=157.08@2022-01-31;mret=-0.2825 | UAA:lb=-0.1934;buy=21.19@2022-01-03;sell=18.83@2022-01-31;mret=-0.1114 | UA:lb=-0.1881;buy=18.04@2022-01-03;sell=15.99@2022-01-31;mret=-0.1136 | DXCM:lb=-0.1755;buy=134.24@2022-01-03;sell=107.62@2022-01-31;mret=-0.1983 | GNRC:lb=-0.1751;buy=351.92@2022-01-03;sell=282.38@2022-01-31;mret=-0.1976 | CRM:lb=-0.1750;buy=251.08@2022-01-03;sell=229.84@2022-01-31;mret=-0.0846 | ADBE:lb=-0.1545;buy=567.06@2022-01-03;sell=534.30@2022-01-31;mret=-0.0578,-0.14539834413101316
2022-01,rank_tail,2021-12-16,2022-01-31,2022-02-01,2022-02-28,MRNA:lb=-0.3996;buy=169.33@2022-02-01;sell=153.60@2022-02-28;mret=-0.0929 | ETSY:lb=-0.2804;buy=157.08@2022-02-01;sell=154.89@2022-02-28;mret=-0.0139 | NFLX:lb=-0.2773;buy=42.71@2022-02-01;sell=39.45@2022-02-28;mret=-0.0764 | ENPH:lb=-0.2640;buy=140.47@2022-02-01;sell=166.70@2022-02-28;mret=0.1867 | TER:lb=-0.2582;buy=115.43@2022-02-01;sell=116.01@2022-02-28;mret=0.0051 | EPAM:lb=-0.2510;buy=476.14@2022-02-01;sell=207.75@2022-02-28;mret=-0.5637 | DGX:lb=-0.2111;buy=125.20@2022-02-01;sell=121.72@2022-02-28;mret=-0.0278 | ORCL:lb=-0.2108;buy=77.15@2022-02-01;sell=72.22@2022-02-28;mret=-0.0639 | GNRC:lb=-0.1933;buy=282.38@2022-02-01;sell=315.47@2022-02-28;mret=0.1172 | BBWI:lb=-0.1931;buy=50.99@2022-02-01;sell=48.71@2022-02-28;mret=-0.0447,-0.061454249260950444
2022-02,rank_tail,2022-01-13,2022-02-28,2022-03-01,2022-03-31,EPAM:lb=-0.6157;buy=207.75@2022-03-01;sell=296.61@2022-03-31;mret=0.4277 | PYPL:lb=-0.3816;buy=111.67@2022-03-01;sell=115.38@2022-03-31;mret=0.0332 | F:lb=-0.2946;buy=13.46@2022-03-01;sell=12.96@2022-03-31;mret=-0.0370 | MRNA:lb=-0.2692;buy=153.60@2022-03-01;sell=172.26@2022-03-31;mret=0.1215 | VTRS:lb=-0.2609;buy=9.29@2022-03-01;sell=9.18@2022-03-31;mret=-0.0118 | TER:lb=-0.2542;buy=116.01@2022-03-01;sell=116.32@2022-03-31;mret=0.0026 | GM:lb=-0.2436;buy=45.08@2022-03-01;sell=42.20@2022-03-31;mret=-0.0638 | NFLX:lb=-0.2401;buy=39.45@2022-03-01;sell=37.46@2022-03-31;mret=-0.0505 | WDC:lb=-0.2341;buy=38.36@2022-03-01;sell=37.38@2022-03-31;mret=-0.0253 | XYL:lb=-0.2200;buy=85.00@2022-03-01;sell=81.48@2022-03-31;mret=-0.0415,0.03675622719471883
2022-03,rank_tail,2022-02-16,2022-03-31,2022-04-01,2022-04-29,EPAM:lb=-0.3414;buy=296.61@2022-04-01;sell=264.99@2022-04-29;mret=-0.1066 | VTRS:lb=-0.2806;buy=9.18@2022-04-01;sell=8.71@2022-04-29;mret=-0.0506 | PVH:lb=-0.2433;buy=76.08@2022-04-01;sell=72.28@2022-04-29;mret=-0.0500 | SYF:lb=-0.2239;buy=31.84@2022-04-01;sell=33.87@2022-04-29;mret=0.0636 | IPGP:lb=-0.2196;buy=109.76@2022-04-01;sell=94.48@2022-04-29;mret=-0.1392 | BK:lb=-0.2059;buy=44.38@2022-04-01;sell=37.91@2022-04-29;mret=-0.1458 | C:lb=-0.2024;buy=46.39@2022-04-01;sell=42.32@2022-04-29;mret=-0.0879 | STX:lb=-0.1902;buy=79.38@2022-04-01;sell=72.44@2022-04-29;mret=-0.0874 | MU:lb=-0.1892;buy=76.22@2022-04-01;sell=66.81@2022-04-29;mret=-0.1233 | LVS:lb=-0.1836;buy=37.11@2022-04-01;sell=33.83@2022-04-29;mret=-0.0885,-0.08082858276423555
2022-04,rank_tail,2022-03-17,2022-04-29,2022-05-02,2022-05-31,NFLX:lb=-0.4875;buy=19.04@2022-05-02;sell=19.74@2022-05-31;mret=0.0372 | ETSY:lb=-0.3423;buy=93.19@2022-05-02;sell=81.12@2022-05-31;mret=-0.1295 | ALGN:lb=-0.3186;buy=289.91@2022-05-02;sell=277.64@2022-05-31;mret=-0.0423 | WBD:lb=-0.2940;buy=18.15@2022-05-02;sell=18.45@2022-05-31;mret=0.0165 | GNRC:lb=-0.2920;buy=219.38@2022-05-02;sell=247.08@2022-05-31;mret=0.1263 | SCHW:lb=-0.2612;buy=62.93@2022-05-02;sell=66.71@2022-05-31;mret=0.0601 | CHTR:lb=-0.2582;buy=428.49@2022-05-02;sell=506.93@2022-05-31;mret=0.1831 | MKTX:lb=-0.2561;buy=251.49@2022-05-02;sell=269.45@2022-05-31;mret=0.0714 | NVDA:lb=-0.2511;buy=18.51@2022-05-02;sell=18.64@2022-05-31;mret=0.0067 | STT:lb=-0.2347;buy=59.33@2022-05-02;sell=64.22@2022-05-31;mret=0.0824,0.04545824787126773
2022-05,rank_tail,2022-04-18,2022-05-31,2022-06-01,2022-06-30,NFLX:lb=-0.4156;buy=19.74@2022-06-01;sell=17.49@2022-06-30;mret=-0.1143 | DXCM:lb=-0.3801;buy=74.49@2022-06-01;sell=74.53@2022-06-30;mret=0.0006 | UA:lb=-0.3464;buy=9.70@2022-06-01;sell=7.58@2022-06-30;mret=-0.2186 | UAA:lb=-0.3404;buy=10.58@2022-06-01;sell=8.33@2022-06-30;mret=-0.2127 | TGT:lb=-0.3210;buy=144.04@2022-06-01;sell=125.67@2022-06-30;mret=-0.1276 | ALGN:lb=-0.3160;buy=277.64@2022-06-01;sell=236.67@2022-06-30;mret=-0.1476 | EXPE:lb=-0.3041;buy=128.29@2022-06-01;sell=94.07@2022-06-30;mret=-0.2668 | ILMN:lb=-0.2869;buy=232.96@2022-06-01;sell=179.34@2022-06-30;mret=-0.2302 | RCL:lb=-0.2859;buy=57.07@2022-06-01;sell=34.31@2022-06-30;mret=-0.3988 | CCL:lb=-0.2710;buy=13.88@2022-06-01;sell=8.65@2022-06-30;mret=-0.3768,-0.21267562647796068
2022-06,rank_tail,2022-05-17,2022-06-30,2022-07-01,2022-07-29,RCL:lb=-0.4538;buy=34.31@2022-07-01;sell=38.04@2022-07-29;mret=0.1089 | BBWI:lb=-0.4243;buy=24.69@2022-07-01;sell=32.60@2022-07-29;mret=0.3202 | CCL:lb=-0.4183;buy=8.65@2022-07-01;sell=9.06@2022-07-29;mret=0.0474 | NCLH:lb=-0.3447;buy=11.12@2022-07-01;sell=12.15@2022-07-29;mret=0.0926 | TGT:lb=-0.3440;buy=125.67@2022-07-01;sell=145.38@2022-07-29;mret=0.1568 | DAL:lb=-0.2886;buy=28.18@2022-07-01;sell=30.94@2022-07-29;mret=0.0977 | AAL:lb=-0.2884;buy=12.68@2022-07-01;sell=13.71@2022-07-29;mret=0.0812 | MOS:lb=-0.2787;buy=43.08@2022-07-01;sell=48.03@2022-07-29;mret=0.1150 | WBD:lb=-0.2691;buy=13.42@2022-07-01;sell=15.00@2022-07-29;mret=0.1177 | WDC:lb=-0.2674;buy=33.76@2022-07-01;sell=36.97@2022-07-29;mret=0.0952,0.12897229058771664
2022-07,rank_tail,2022-06-15,2022-07-29,2022-08-01,2022-08-31,NEM:lb=-0.2776;buy=40.72@2022-08-01;sell=37.20@2022-08-31;mret=-0.0866 | BKR:lb=-0.1906;buy=23.59@2022-08-01;sell=23.37@2022-08-31;mret=-0.0093 | APA:lb=-0.1825;buy=33.11@2022-08-01;sell=34.84@2022-08-31;mret=0.0522 | HAL:lb=-0.1772;buy=27.17@2022-08-01;sell=27.94@2022-08-31;mret=0.0283 | CINF:lb=-0.1668;buy=88.91@2022-08-01;sell=88.57@2022-08-31;mret=-0.0039 | FCX:lb=-0.1401;buy=30.08@2022-08-01;sell=28.22@2022-08-31;mret=-0.0618 | VLO:lb=-0.1366;buy=99.44@2022-08-01;sell=106.06@2022-08-31;mret=0.0666 | BAX:lb=-0.1352;buy=53.84@2022-08-01;sell=52.74@2022-08-31;mret=-0.0205 | PSX:lb=-0.1307;buy=78.29@2022-08-01;sell=79.56@2022-08-31;mret=0.0162 | FANG:lb=-0.1277;buy=108.84@2022-08-01;sell=115.97@2022-08-31;mret=0.0655,0.007223913172865526
2022-08,rank_tail,2022-07-20,2022-08-31,2022-09-01,2022-09-30,MTCH:lb=-0.2292;buy=55.23@2022-09-01;sell=46.65@2022-09-30;mret=-0.1553 | SWK:lb=-0.2287;buy=76.77@2022-09-01;sell=66.14@2022-09-30;mret=-0.1385 | DLTR:lb=-0.2172;buy=135.68@2022-09-01;sell=136.10@2022-09-30;mret=0.0031 | NEM:lb=-0.2093;buy=37.20@2022-09-01;sell=38.30@2022-09-30;mret=0.0298 | BALL:lb=-0.2084;buy=53.29@2022-09-01;sell=46.14@2022-09-30;mret=-0.1342 | MRNA:lb=-0.2074;buy=132.27@2022-09-01;sell=118.25@2022-09-30;mret=-0.1060 | INTC:lb=-0.2051;buy=30.37@2022-09-01;sell=24.52@2022-09-30;mret=-0.1927 | DXC:lb=-0.1955;buy=24.78@2022-09-01;sell=24.48@2022-09-30;mret=-0.0121 | STX:lb=-0.1841;buy=59.71@2022-09-01;sell=48.01@2022-09-30;mret=-0.1960 | FTNT:lb=-0.1836;buy=48.69@2022-09-01;sell=49.13@2022-09-30;mret=0.0090,-0.08947679983470724
2022-09,rank_tail,2022-08-18,2022-09-30,2022-10-03,2022-10-31,ADBE:lb=-0.3732;buy=275.20@2022-10-03;sell=318.50@2022-10-31;mret=0.1573 | AMD:lb=-0.3692;buy=63.36@2022-10-03;sell=60.06@2022-10-31;mret=-0.0521 | FDX:lb=-0.3644;buy=138.26@2022-10-03;sell=149.26@2022-10-31;mret=0.0795 | NVDA:lb=-0.3532;buy=12.12@2022-10-03;sell=13.48@2022-10-31;mret=0.1119 | VFC:lb=-0.3510;buy=26.77@2022-10-03;sell=25.29@2022-10-31;mret=-0.0555 | CZR:lb=-0.3438;buy=32.26@2022-10-03;sell=43.73@2022-10-31;mret=0.3555 | STX:lb=-0.3405;buy=48.01@2022-10-03;sell=44.79@2022-10-31;mret=-0.0671 | GNRC:lb=-0.3393;buy=178.14@2022-10-03;sell=115.91@2022-10-31;mret=-0.3493 | CHTR:lb=-0.3378;buy=303.35@2022-10-03;sell=367.62@2022-10-31;mret=0.2119 | NWL:lb=-0.3353;buy=11.96@2022-10-03;sell=11.89@2022-10-31;mret=-0.0058,0.029338247757112024
2022-10,rank_tail,2022-09-19,2022-10-31,2022-11-01,2022-11-30,GNRC:lb=-0.4125;buy=115.91@2022-11-01;sell=105.52@2022-11-30;mret=-0.0896 | META:lb=-0.3706;buy=92.51@2022-11-01;sell=117.28@2022-11-30;mret=0.2677 | VFC:lb=-0.3026;buy=25.29@2022-11-01;sell=29.38@2022-11-30;mret=0.1618 | KMX:lb=-0.2689;buy=63.01@2022-11-01;sell=69.36@2022-11-30;mret=0.1008 | TSLA:lb=-0.2638;buy=227.54@2022-11-01;sell=194.70@2022-11-30;mret=-0.1443 | SEDG:lb=-0.2530;buy=230.03@2022-11-01;sell=298.86@2022-11-30;mret=0.2992 | AMD:lb=-0.2177;buy=60.06@2022-11-01;sell=77.63@2022-11-30;mret=0.2925 | DVA:lb=-0.2150;buy=73.01@2022-11-01;sell=73.73@2022-11-30;mret=0.0099 | BIO:lb=-0.2105;buy=351.71@2022-11-01;sell=414.71@2022-11-30;mret=0.1791 | MTCH:lb=-0.2057;buy=42.21@2022-11-01;sell=49.40@2022-11-30;mret=0.1704,0.12333528236472868
2022-11,rank_tail,2022-10-18,2022-11-30,2022-12-01,2022-12-30,GNRC:lb=-0.2858;buy=105.52@2022-12-01;sell=100.66@2022-12-30;mret=-0.0461 | LUMN:lb=-0.2274;buy=5.47@2022-12-01;sell=5.22@2022-12-30;mret=-0.0457 | LNC:lb=-0.2141;buy=32.36@2022-12-01;sell=25.53@2022-12-30;mret=-0.2111 | DVA:lb=-0.1808;buy=73.73@2022-12-01;sell=74.67@2022-12-30;mret=0.0127 | AMZN:lb=-0.1703;buy=96.54@2022-12-01;sell=84.00@2022-12-30;mret=-0.1299 | AIZ:lb=-0.1651;buy=121.80@2022-12-01;sell=118.79@2022-12-30;mret=-0.0246 | AAP:lb=-0.1359;buy=140.51@2022-12-01;sell=138.27@2022-12-30;mret=-0.0159 | NWL:lb=-0.1326;buy=11.37@2022-12-01;sell=11.47@2022-12-30;mret=0.0085 | TTWO:lb=-0.1286;buy=105.69@2022-12-01;sell=104.13@2022-12-30;mret=-0.0148 | TSLA:lb=-0.1158;buy=194.70@2022-12-01;sell=123.18@2022-12-30;mret=-0.3673,-0.08715111935307762
